EQPT_ID,POLICY,RANK
EQ_WAFER_660,PrioritizeQueueTimeConstraint,1
EQ_WAFER_661,PrioritizeQueueTimeConstraint,1
EQ_WAFER_662,PrioritizeQueueTimeConstraint,1
EQ_WAFER_663,PrioritizeQueueTimeConstraint,1
EQ_WAFER_664,PrioritizeQueueTimeConstraint,1
EQ_WAFER_665,PrioritizeQueueTimeConstraint,1
EQ_WAFER_642,PrioritizeQueueTimeConstraint,1
EQ_WAFER_643,PrioritizeQueueTimeConstraint,1
EQ_WAFER_188,PrioritizeQueueTimeConstraint,1
EQ_WAFER_189,PrioritizeQueueTimeConstraint,1
EQ_WAFER_190,PrioritizeQueueTimeConstraint,1
EQ_WAFER_202,PrioritizeQueueTimeConstraint,1
EQ_WAFER_191,PrioritizeQueueTimeConstraint,1
EQ_WAFER_192,PrioritizeQueueTimeConstraint,1
EQ_WAFER_193,PrioritizeQueueTimeConstraint,1
EQ_WAFER_194,PrioritizeQueueTimeConstraint,1
EQ_WAFER_195,PrioritizeQueueTimeConstraint,1
EQ_WAFER_196,PrioritizeQueueTimeConstraint,1
EQ_WAFER_197,PrioritizeQueueTimeConstraint,1
EQ_WAFER_198,PrioritizeQueueTimeConstraint,1
EQ_WAFER_199,PrioritizeQueueTimeConstraint,1
EQ_WAFER_88,PrioritizeQueueTimeConstraint,1
EQ_WAFER_89,PrioritizeQueueTimeConstraint,1
EQ_WAFER_90,PrioritizeQueueTimeConstraint,1
EQ_WAFER_91,PrioritizeQueueTimeConstraint,1
EQ_WAFER_236,PrioritizeQueueTimeConstraint,1
EQ_WAFER_237,PrioritizeQueueTimeConstraint,1
EQ_WAFER_238,PrioritizeQueueTimeConstraint,1
EQ_WAFER_239,PrioritizeQueueTimeConstraint,1
EQ_WAFER_240,PrioritizeQueueTimeConstraint,1
EQ_BATCH_8,PrioritizeQueueTimeConstraint,1
